label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus,pv_label,skel_total_length_um,skel_branches_count,skel_avg_branch_len_um,skel_endpoints_count,skel_junctions_count,skel_tortuosity_mean,skel_ramification_index,skel_mean_thickness_um,skel_max_thickness_um,skel_mean_intensity,skel_neighborhood_wfa_sum,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um
13,270.5907859078591,187.1788617886179,155.9025,14.089046387994957,21179.0,True,False,-1,269.8008368164212,97,2.781451925942487,27,55,1.14643692135036,1.7636363636363637,2.851636087059539,9.900505037623082,38.38935574229692,52196.0,PV-/PNN+,0.0,0.0,155.9025,14.089046387994957
14,288.1503267973856,576.6535947712418,64.64250000000001,9.072231658778492,15367.0,True,True,21,45.19249275747777,2,22.596246378738886,1,1,1.0796691275336336,2.0,2.184358017783795,3.6769552621700474,47.81666666666667,13375.0,PV+/PNN+,64.64250000000001,9.072231658778492,137.3125,13.222394071666713
15,290.15060240963857,222.16867469879517,70.135,9.449796583524995,7524.0,True,False,-1,61.86944801964783,19,3.2562867378762013,11,9,1.1559350877168189,2.111111111111111,3.2867146677004686,7.000714249274855,44.90588235294118,16502.0,PV-/PNN+,0.0,0.0,70.135,9.449796583524995
16,303.73993288590606,352.6979865771812,251.81000000000003,17.905709976422642,39118.0,True,False,-1,82.22335854398791,22,3.737425388363087,14,10,1.056886557732158,2.2,2.9768876991886537,8.720665112249181,43.21052631578947,22083.0,PV-/PNN+,0.0,0.0,251.81000000000003,17.905709976422642
17,296.2011494252874,328.2528735632184,147.03,13.682266269241035,15578.0,True,False,-1,73.28107499061547,22,3.330957954118885,11,11,1.1563640473515864,2.0,3.3051183602070657,7.800000000000001,42.49484536082474,19000.0,PV-/PNN+,0.0,0.0,147.03,13.682266269241035
18,296.47163120567376,445.290780141844,119.14500000000001,12.316660487220997,10520.0,True,False,-1,49.90020920410532,10,4.990020920410532,2,6,1.6230010332289235,1.6666666666666667,1.7906987179574108,2.906888370749727,39.515625,10335.0,PV-/PNN+,0.0,0.0,119.14500000000001,12.316660487220997
19,305.11170212765956,296.6223404255319,79.43,10.056511176263564,27165.0,True,True,24,216.98519471906087,82,2.6461609112080593,26,46,1.1591182383845875,1.7826086956521738,2.7880814552946833,7.907591289387685,40.56122448979592,45467.0,PV+/PNN+,79.43,10.056511176263564,178.29500000000002,15.06692552011046
20,306.39285714285717,760.8125,94.64000000000001,10.977221438676356,26668.0,True,True,25,70.03107499061545,9,7.7812305545128275,3,5,1.2278950703754055,1.8,2.4320577543890094,5.360037313302959,49.69230769230769,21908.0,PV+/PNN+,94.64000000000001,10.977221438676356,192.2375,15.644947650312732
21,314.31052631578945,324.88947368421054,80.275,10.109861742556879,28100.0,True,True,27,119.83889603929565,35,3.42396845826559,10,20,1.350890440163489,1.75,2.844074837077688,8.324061508662703,46.39873417721519,33391.0,PV+/PNN+,80.275,10.109861742556879,184.21,15.314811671570249
22,319.487012987013,658.8246753246754,65.06500000000001,9.101831188183693,13352.0,True,True,28,42.65782104868019,7,6.093974435525742,2,4,1.5974163998619146,1.75,2.2478492725608135,3.9000000000000004,44.94827586206897,11163.0,PV+/PNN+,65.06500000000001,9.101831188183693,124.63750000000002,12.597356617835697
23,320.38157894736844,565.1622807017544,96.33000000000001,11.074798659313778,13763.0,True,False,-1,92.82726906832801,24,3.867802877847,6,14,1.6574851505383263,1.7142857142857142,5.037284670560159,16.648123017325407,46.11570247933884,24606.0,PV-/PNN+,0.0,0.0,96.33000000000001,11.074798659313778
24,321.58024691358025,825.0617283950618,68.44500000000001,9.335249361393526,4066.0,True,False,-1,5.357716446627536,1,5.357716446627536,2,0,1.0823117459700458,1.0,1.5019291116568838,1.8384776310850237,39.375,1469.0,PV-/PNN+,0.0,0.0,68.44500000000001,9.335249361393526
25,327.34834834834834,43.690690690690694,140.69250000000002,13.384141909276511,17281.0,True,False,-1,43.5117315730203,5,8.70234631460406,4,2,1.2349134160173854,2.5,2.211154842270743,3.6769552621700474,46.86206896551724,12898.0,PV-/PNN+,0.0,0.0,140.69250000000002,13.384141909276511
26,327.9905213270142,1123.867298578199,89.14750000000001,10.653925206902757,5462.0,True,True,29,17.753910524340096,2,8.876955262170048,4,0,1.1859228294448037,2.0,1.4414213562373095,2.6,40.23076923076923,4328.0,PV+/PNN+,89.14750000000001,10.653925206902757,88.72500000000001,10.628648954906136
27,331.26275510204084,598.1734693877551,165.62,14.52149900661215,41471.0,True,False,-1,167.42747827243335,59,2.837753869024294,19,33,1.2404553704377617,1.7878787878787878,3.074870334594843,14.534441853748634,45.567567567567565,42660.0,PV-/PNN+,0.0,0.0,165.62,14.52149900661215
28,330.8595041322314,493.2314049586777,51.1225,8.067911044732915,25400.0,True,True,30,258.5739861563039,78,3.3150511045679982,23,44,1.1552114005748761,1.7727272727272727,2.7442669223578857,8.221921916437788,40.27647058823529,56544.0,PV+/PNN+,51.1225,8.067911044732915,158.43750000000003,14.20312959769703
29,335.26296296296294,359.2481481481482,114.07500000000002,12.051755103123515,6727.0,True,False,-1,12.711626970967629,2,6.355813485483814,4,0,1.0930369178918502,2.0,2.760554049344696,3.9000000000000004,46.294117647058826,4149.0,PV-/PNN+,0.0,0.0,114.07500000000002,12.051755103123515
30,340.4909090909091,668.8545454545455,69.7125,9.421290344870497,17671.0,True,True,32,89.9580302527855,24,3.7482512605327294,6,14,1.2175145242575687,1.7142857142857142,2.6585732315280004,6.5,42.30769230769231,21627.0,PV+/PNN+,69.7125,9.421290344870497,158.43750000000003,14.20312959769703
